ContestId,AvgSlope,InstantaneousSlope,Success
56807034,0.0023375409069658717,1,True
56807035,0.04424778761061947,1,True
56807053,0.005967604433077579,1,True
56807054,0.07473309608540925,1,True
56807055,0.0021645021645021645,1,True
56807066,0.002127659574468085,1,True
56807182,0.03419972640218878,1,False
56807247,0.005312084993359893,1,False
56807253,0.0027624309392265192,2,False
56807256,0.004735595895816891,5,False
56807257,0.010101010101010102,5,False
56807264,0.0052986512524084775,1,False
56816905,1.0,2,True
56833042,0.024630541871921183,1,True
56833043,0.11627906976744186,1,True
56833044,0.004500450045004501,1,True
56833046,0.00782472613458529,1,True
56833047,0.18518518518518517,1,True
56833048,0.10227272727272728,2,True
56833049,2.2,3,True
56833050,3.0,1,True
56833051,1.0,2,True
56833053,0.016778523489932886,1,True
56833077,0.06741573033707865,1,True
56835139,1.1666666666666667,1,True
56835142,0.5,1,True
56835151,0.13846153846153847,3,False
56835156,0.05,1,True
56835158,0.07692307692307693,1,True
56835177,0.17777777777777778,1,True
56835527,0.07142857142857142,1,True
56835605,0.4444444444444444,3,True
56835607,0.1388888888888889,1,True
56835609,0.05504587155963303,1,True
56835805,0.6666666666666666,1,True
56835806,0.1388888888888889,1,True
56835952,1.6428571428571428,1,True
56835953,0.20833333333333334,1,True
56836026,0.20689655172413793,2,True
56836037,0.22018348623853212,1,True
56836349,0.13793103448275862,1,True
56836354,0.1388888888888889,1,True
56836355,0.1875,1,True
56839043,0.18,3,True
56839045,0.07042253521126761,1,True
56841086,0.20833333333333334,1,False
56845621,0.010775862068965518,1,True
56845623,13.5,15,True
56845624,0.12727272727272726,1,True
56845625,0.09574468085106383,4,True
56845628,21.0,21,True
56845947,0.0020876826722338203,1,True
56845996,5.25,4,True
56846005,0.0020876826722338203,1,True
56846006,0.0020876826722338203,1,True
56846039,0.0036319612590799033,2,True
56846040,0.006751687921980495,1,True
56846043,0.002150537634408602,1,True
56846044,0.002465483234714004,1,True
56846045,0.0018882175226586104,1,True
56846046,0.01834862385321101,1,True
56846047,0.010548523206751054,1,True
56846057,0.0023946360153256703,1,True
56852067,0.0033422459893048127,1,True
56852069,0.003385240352064997,1,True
56852070,0.06315789473684211,1,True
56852071,0.01937984496124031,1,True
56852072,0.004672897196261682,1,True
56852073,0.004698512137823023,1,True
56852074,0.0041876046901172526,1,True
56852075,0.0038022813688212928,1,True
56852076,0.0038022813688212928,1,True
56858285,0.23076923076923078,1,True
56858286,0.011210762331838564,1,True
56858287,0.00927643784786642,1,True
56858288,2.909090909090909,2,True
56858376,0.21875,1,True
56858411,0.02304147465437788,1,True
56858705,0.10638297872340426,1,True
56858708,0.06837606837606838,1,True
56858746,0.6764705882352942,1,True
56858755,0.014005602240896359,1,True
56859642,0.29411764705882354,1,False
56859838,1.1538461538461537,13,False
56860351,0.23809523809523808,1,True
56860355,0.4166666666666667,1,True
56860359,0.031055900621118012,1,True
56860437,0.2777777777777778,1,True
56860440,0.024154589371980676,1,True
56860442,0.14285714285714285,1,True
56860444,0.2631578947368421,1,True
56861014,0.07894736842105263,2,True
56861016,0.03676470588235294,1,True
56861020,0.09836065573770492,1,True
56861610,0.03723404255319149,1,True
56861794,0.024509803921568627,1,True
56862053,0.02727272727272727,1,True
56862054,0.13,3,True
56862055,3.0,2,True
56862056,0.5,2,True
56864445,0.06172839506172839,1,True
56870117,0.041025641025641026,1,True
56882064,0.1,1,True
56886048,0.056818181818181816,1,True
56886687,0.15625,1,True
56886693,0.15789473684210525,2,True
56886694,0.08620689655172414,1,True
56886696,0.09259259259259259,1,True
56887554,0.15384615384615385,1,True
56888346,0.16216216216216217,1,True
56888367,0.23076923076923078,1,True
56888368,0.008389261744966443,1,True
56888370,0.020161290322580645,1,True
56888372,0.6,1,True
56888373,0.07954545454545454,1,True
56888374,2.0,1,True
56889196,0.3333333333333333,1,True
56906355,0.01567398119122257,1,True
56907439,0.0013477088948787063,1,True
56907440,1.125,2,True
56907441,0.007173601147776184,1,True
56907442,10.75,7,True
56907443,0.6363636363636364,1,True
56907444,0.3880597014925373,1,True
56907445,0.04716981132075472,1,True
56907447,17.0,15,True
56910499,0.125,1,True
56910500,2.0,3,True
56910502,0.7777777777777778,2,True
56910612,0.02252252252252252,1,True
56912575,0.5294117647058824,2,True
56912576,2.5,3,True
56912578,1.0,1,True
56912580,0.09259259259259259,2,True
56912581,0.2631578947368421,1,True
56912610,0.11363636363636363,1,True
56912611,0.7142857142857143,1,True
56912633,0.031055900621118012,1,True
56912650,0.375,1,True
56912706,0.327683615819209,47,True
56912711,0.05813953488372093,1,True
56912712,0.0847457627118644,1,True
56912846,0.05555555555555555,1,True
56912847,0.041666666666666664,1,True
56912848,1.2857142857142858,2,True
56912850,1.3076923076923077,9,True
56912851,0.11650485436893204,1,True
56912931,0.21739130434782608,1,True
56913209,0.1276595744680851,1,True
56913210,3.25,2,True
56913213,0.7,1,True
56913215,0.06422018348623854,2,True
56913871,0.0990990990990991,1,True
56913885,0.22807017543859648,1,True
56913892,0.15151515151515152,1,True
56914245,0.034482758620689655,1,True
56914247,0.025974025974025976,1,True
56914255,0.07329842931937172,2,True
56914256,0.0896551724137931,1,True
56914260,0.045454545454545456,1,True
56919132,0.025,1,True
56919133,0.125,1,True
56919134,0.043859649122807015,1,True
56919136,0.38461538461538464,1,True
56919138,0.08823529411764706,1,True
56919139,12.5,8,True
56919140,22.75,17,True
56919217,0.0039494470774091624,1,True
56919251,0.0022999080036798527,1,True
56919253,0.0026014568158168575,1,True
56919254,0.031055900621118012,1,True
56919255,0.001802451333813987,1,True
56919256,0.0017531556802244039,1,True
56919257,0.001751927119831815,1,True
56919258,0.07,2,True
56919259,0.09,2,True
56920220,0.1282051282051282,1,True
56920221,0.41836734693877553,2,True
56920324,0.017123287671232876,1,True
56920326,2.25,3,True
56920329,0.0074850299401197605,1,False
56920330,0.034482758620689655,1,True
56920340,0.03125,1,True
56920341,1.3333333333333333,2,True
56920344,0.05235602094240838,1,True
56920345,1.2857142857142858,1,True
56920817,0.004363001745200698,1,True
56922308,0.029069767441860465,1,True
56922724,0.12,2,True
56922726,0.028169014084507043,1,True
56922727,0.015822784810126583,1,False
56923085,0.22580645161290322,2,False
56923184,0.03208556149732621,2,True
56923301,0.004201680672268907,2,True
56923389,0.16666666666666666,1,True
56923390,0.011214953271028037,1,True
56923391,0.1388888888888889,1,True
56923392,0.0073964497041420114,1,True
56923626,0.007204610951008645,1,True
56923627,0.0088339222614841,1,True
56923628,0.04395604395604396,4,True
56923629,0.02880658436213992,2,True
56923641,0.08641975308641975,1,True
56923642,0.02681992337164751,2,True
56923644,0.003033980582524272,1,True
56923645,0.00397456279809221,1,True
56923651,0.0025746652935118436,1,True
56923653,0.003714710252600297,1,True
56923654,0.45454545454545453,1,True
56923655,0.0165016501650165,1,True
56923656,0.04950495049504951,1,True
56923657,0.026041666666666668,1,True
56923719,0.12195121951219512,1,True
56923720,0.0036082474226804126,1,True
56923721,0.001763046544428773,1,True
56928342,0.0041906757464641176,1,True
56928343,0.009813542688910697,3,True
56928344,0.006419073819348923,1,True
56928345,0.0025484199796126403,1,True
56928346,0.0024703557312252965,1,True
56928347,0.0025497195308516064,1,True
56928348,0.0027014858171994596,2,True
56928551,0.012779552715654952,1,True
56928552,0.00909090909090909,1,True
56928553,0.0027808676307007787,1,True
56928555,0.018518518518518517,2,True
56928797,0.05217391304347826,1,True
56928798,0.043859649122807015,1,True
56928800,0.018656716417910446,1,True
56928802,0.0072992700729927005,1,True
56928915,0.3611111111111111,1,False
56928916,3.4444444444444446,1,False
56928917,0.16666666666666666,1,True
56928918,0.453125,9,True
56929115,0.0025627883136852894,1,True
56929116,0.002440214738897023,1,True
56929117,0.003756574004507889,1,True
56929118,0.0111731843575419,1,True
56929120,0.05660377358490566,1,False
56929121,0.03065134099616858,1,False
56929124,0.019189765458422176,1,True
56929125,0.021645021645021644,1,True
56929126,0.015151515151515152,1,True
56929391,9.0,19,True
56929392,0.08571428571428572,1,True
56929393,0.001141552511415525,1,False
56929394,4.75,1,True
56929396,0.2978723404255319,1,True
56929397,4.0,3,True
56929398,0.038461538461538464,1,True
56929399,0.000708114997875655,1,True
56929680,2.0,2,True
56929683,0.026881720430107527,1,True
56929684,4.0,4,True
56929686,0.7,1,False
56929687,3.25,4,False
56929814,0.003676470588235294,1,True
56929815,0.0030156815440289505,1,True
56929817,0.3333333333333333,1,True
56929818,0.15492957746478872,1,True
56929843,0.4166666666666667,1,True
56930115,0.8775510204081632,20,True
56930116,2.6666666666666665,1,True
56930140,0.17142857142857143,1,True
56930142,0.14814814814814814,1,True
56930171,0.16129032258064516,1,True
56930172,0.07575757575757576,1,True
56930173,0.030864197530864196,1,True
56930283,0.008319467554076539,1,True
56930287,0.00441696113074205,1,True
56930288,0.0136986301369863,1,True
56930289,0.014314928425357873,1,True
56930290,0.0027100271002710027,1,True
56930291,0.00508130081300813,1,True
56930292,0.007052186177715092,1,True
56930293,0.005707762557077625,1,True
56930299,0.011928429423459244,1,True
56930300,0.002256317689530686,1,True
56930303,0.17391304347826086,1,True
56930304,0.11347517730496454,1,True
56930305,0.12698412698412698,1,True
56930306,0.00463821892393321,1,True
56930307,0.00441696113074205,1,True
56930308,0.0037313432835820895,1,True
56930310,0.007374631268436578,1,True
56930331,1.5714285714285714,1,True
56930341,0.8333333333333334,1,True
56930344,1.25,3,False
56930382,0.6097560975609756,1,True
56930386,0.052083333333333336,1,True
56930387,0.17073170731707318,2,True
56930388,0.05263157894736842,1,True
56930417,0.1,1,True
56930420,0.05813953488372093,1,True
56930427,0.03676470588235294,1,True
56930453,0.45454545454545453,1,True
56930454,0.34782608695652173,1,True
56930459,0.24,1,True
56930686,0.07534246575342465,7,True
56930719,0.10185185185185185,1,True
56930763,0.17391304347826086,1,True
56930764,0.07936507936507936,1,True
56930767,0.034334763948497854,1,True
56931166,0.35714285714285715,1,True
56931167,0.007102272727272727,1,True
56931168,0.775,4,True
56931170,0.04093567251461988,1,True
56931171,0.012254901960784314,1,True
56931172,0.5490196078431373,1,True
56931173,0.0025614754098360654,1,True
56931175,1.75,1,True
56931176,0.007173601147776184,1,True
56931177,0.008576329331046312,1,True
56931178,0.005197505197505198,1,True
56931179,0.17543859649122806,1,True
56931180,0.8,1,True
56931181,0.023166023166023165,1,False
56931182,0.3125,1,True
56931183,2.5,1,True
56931185,0.25,1,True
56931186,2.8333333333333335,3,True
56931188,0.049019607843137254,1,True
56931189,0.16279069767441862,1,True
56931191,0.42857142857142855,1,True
56931192,2.8,2,True
56935845,1.8,1,True
56937218,0.008814102564102564,4,True
56937362,0.005149330587023687,1,True
56939425,0.3076923076923077,1,True
56939485,0.006514657980456026,2,True
56940008,0.008710801393728223,1,True
56940011,0.008051529790660225,1,True
56940012,0.00727802037845706,1,True
56940162,0.020833333333333332,1,True
56940163,0.012706480304955527,1,True
56941009,0.046296296296296294,1,True
56944150,0.46153846153846156,2,True
56944151,0.35714285714285715,1,True
56944153,0.06666666666666667,1,True
56944156,0.11363636363636363,1,True
56944157,3.0,1,True
56944158,0.043478260869565216,1,True
56944160,0.024154589371980676,1,True
56944182,0.008665511265164644,1,True
56944183,0.08641975308641975,3,True
56945136,0.25,1,True
56945137,0.3225806451612903,1,True
56946045,0.01288659793814433,1,True
56946407,0.022641509433962263,2,True
56946408,0.02092050209205021,1,True
56946409,0.09090909090909091,1,True
56946410,1.2,1,True
56946411,0.5,1,True
56946412,0.05263157894736842,1,True
56946414,0.001826817683595177,1,True
56946415,2.2,5,True
56946429,0.024390243902439025,1,True
56946430,0.029661016949152543,2,True
56946431,0.028503562945368172,1,True
56946432,0.03048780487804878,1,True
56946434,0.078125,1,True
56946435,0.12195121951219512,1,True
56946755,0.002860411899313501,1,True
56946757,0.022222222222222223,1,True
56946759,0.006265664160401002,1,True
56946763,0.00536480686695279,1,True
56946764,0.00741839762611276,1,True
56946765,0.06622516556291391,1,True
56946766,0.06622516556291391,1,True
56950143,0.0056753688989784334,1,True
56950144,0.0028768699654775605,1,True
56950145,0.001722158438576349,1,True
56950475,0.09803921568627451,1,True
56950478,0.009025270758122744,1,True
56950479,0.0050968399592252805,1,True
56950482,0.024324324324324326,3,True
56950925,0.016778523489932886,1,True
56950926,0.2727272727272727,1,False
56950927,0.1206896551724138,1,False
56950928,0.25,1,True
56950930,0.009633911368015413,1,True
56950932,0.005230125523012552,1,True
56950950,0.013404825737265416,1,False
56950951,0.42857142857142855,1,False
56950953,0.09433962264150944,1,False
56950977,0.05813953488372093,1,True
56952169,1.3333333333333333,1,True
56952170,0.2857142857142857,1,True
56952171,0.20588235294117646,1,True
56952172,2.3333333333333335,4,True
56952173,0.016563146997929608,1,True
56952174,0.026570048309178744,4,True
56952176,0.07462686567164178,1,False
56952320,0.4166666666666667,1,True
56952322,0.17857142857142858,1,True
56952342,0.10843373493975904,2,True
56953695,0.1724137931034483,1,True
56953883,0.25,1,True
56953885,0.5833333333333334,1,True
56953890,0.058333333333333334,1,True
56953976,0.23076923076923078,1,True
56954072,0.42857142857142855,4,True
56954218,0.16129032258064516,1,True
56954223,0.06493506493506493,1,True
56954225,0.0364963503649635,1,True
56954539,0.011876484560570071,1,True
56954540,0.009363295880149813,1,True
56954542,0.26666666666666666,1,True
56959143,0.07368421052631578,1,True
56959181,0.013020833333333334,1,True
56960622,0.15151515151515152,2,True
56960742,0.8,1,True
56961284,0.1111111111111111,1,False
56961285,0.08064516129032258,1,False
56961288,0.019157088122605363,1,True
56963783,0.019417475728155338,2,True
56964427,0.03571428571428571,1,True
56965963,0.21212121212121213,2,True
56970760,0.03731343283582089,1,True
56970761,0.008143322475570033,1,True
56970763,0.10714285714285714,1,True
56972171,0.19230769230769232,1,True
56972172,0.006,1,True
56972173,0.08695652173913043,1,True
56972176,0.35714285714285715,1,True
56972177,9.75,17,True
56972302,0.10294117647058823,1,True
56972303,0.0072992700729927005,1,True
56972334,0.003424657534246575,1,True
56972335,0.6,1,True
56972336,0.034722222222222224,1,True
56972337,0.3,1,True
56972338,1.5,1,True
56972339,0.04310344827586207,1,True
56972451,0.005252100840336135,1,True
56972452,0.07246376811594203,1,True
56972453,0.006657789613848202,1,True
56972454,0.1346153846153846,1,True
56972456,0.0660377358490566,1,True
56972457,0.23809523809523808,1,True
56972459,0.2222222222222222,1,True
56972485,0.0012493753123438282,1,False
56972502,0.0019692792437967705,1,False
56972503,0.27450980392156865,1,True
56972504,0.008372093023255815,1,True
56972621,0.00211954217888936,1,True
56972622,0.00585480093676815,1,True
56972623,0.23809523809523808,1,True
56972624,0.039735099337748346,3,True
56972627,0.022613065326633167,1,True
56972628,0.014388489208633094,1,True
56972629,0.0020781379883624274,1,True
56972630,0.0012487512487512488,1,True
56972631,0.0013224014810896587,1,True
56972632,0.006756756756756757,1,True
56972633,0.011444921316165951,2,True
56972636,0.07042253521126761,1,True
56972637,0.026595744680851064,1,True
56972638,0.1875,2,True
56972639,0.16216216216216217,2,True
56972642,0.015113350125944584,1,True
56973015,0.005747126436781609,1,True
56973016,0.3333333333333333,2,False
56973017,1.263157894736842,1,True
56973018,0.06,1,True
56973019,0.13513513513513514,1,False
56973020,0.4166666666666667,1,True
56973128,0.009529860228716646,6,True
56973129,0.011312217194570135,1,True
56973130,0.004106776180698152,2,True
56973132,0.05263157894736842,1,True
56973204,0.024,1,True
56973205,0.05069124423963134,1,True
56973256,0.004149377593360996,2,True
56973371,0.0029717682020802376,4,True
56973379,0.011123470522803115,1,False
56973380,0.003537735849056604,1,True
56978001,0.05970149253731343,1,True
56978003,0.001288992008249549,1,True
56978004,0.0011407711613050423,1,False
56978005,0.004359197907585004,1,True
56978006,0.008665511265164644,1,True
56978007,0.015021459227467811,1,True
56978011,0.2727272727272727,1,False
56978012,0.17857142857142858,1,False
56978013,1.6,1,False
56978014,0.045454545454545456,1,False
56978015,0.0041946308724832215,1,True
56978016,0.10869565217391304,1,True
56978017,0.0022967386311437757,1,True
56978229,0.0006715014773032501,1,True
56978230,0.00047085412939071476,1,True
56978424,0.024390243902439025,1,False
56981191,0.4,2,True
56981193,0.0641025641025641,1,True
56981196,0.5714285714285714,1,True
56981425,0.6428571428571429,2,True
56981435,0.78125,20,True
56981837,0.3194444444444444,1,True
56983034,12.833333333333334,2,True
56984710,0.0004671150971599402,1,True
56984711,0.002840909090909091,1,True
56985131,0.002044989775051125,1,True
56985132,0.004867872044506259,1,True
56985135,0.00046494327692021576,1,False
56985138,0.0007544892108042855,1,False
56985140,0.017921146953405017,1,False
56985251,0.017421602787456445,1,False
56985252,0.031545741324921134,3,True
56985253,0.007183908045977011,1,True
56985254,0.011041009463722398,1,False
56985256,0.0011238480557428637,1,True
56985258,0.002881844380403458,1,False
56985260,0.0004199563245422476,1,False
56985369,0.0015360983102918587,1,True
56985370,0.0015360983102918587,1,True
56985371,0.01580135440180587,1,True
56985372,0.0023223409196470044,1,True
56985373,0.004122011541632316,1,True
56985374,0.06481481481481481,1,True
56985375,0.001091703056768559,1,False
56985376,0.00922509225092251,1,True
56985377,0.014652014652014652,1,True
56985396,0.004122011541632316,1,True
56991313,0.005793742757821553,1,True
56991314,0.010706638115631691,1,True
56991315,13.75,18,True
56991316,0.75,1,True
56991317,0.030120481927710843,1,True
56991319,0.03333333333333333,1,True
56991320,7.0,2,True
56991321,23.75,22,True
56991323,19.75,19,True
56991742,0.012145748987854251,2,True
56991743,0.03524229074889868,2,True
56991748,0.005787037037037037,1,True
56991749,0.030303030303030304,1,True
56991750,0.07058823529411765,2,True
56991751,0.011160714285714286,1,True
56991752,0.015197568389057751,1,True
56991753,0.013089005235602094,1,True
56991754,0.026041666666666668,1,True
56991755,0.34285714285714286,1,True
56991756,0.6,1,True
56991761,0.03211009174311927,1,True
56995954,0.0006818491749624983,1,True
56999005,0.01358695652173913,1,True
56999602,0.03015075376884422,1,True
56999603,0.045871559633027525,1,True
56999604,0.8,1,True
56999713,0.07792207792207792,1,True
56999714,0.018867924528301886,1,True
56999715,0.06818181818181818,1,True
56999716,0.004528985507246377,1,True
56999720,0.054945054945054944,1,True
56999946,0.043478260869565216,1,True
56999947,0.010482180293501049,1,True
57000247,0.17391304347826086,1,True
57000248,0.04938271604938271,1,True
57000250,0.2857142857142857,1,True
57000251,0.01891891891891892,1,True
57000252,0.29411764705882354,1,True
57000253,0.29411764705882354,3,True
57000254,0.35714285714285715,1,True
57000255,0.17857142857142858,1,True
57000256,0.013054830287206266,1,True
57000257,0.8333333333333334,1,True
57000258,0.08620689655172414,1,False
57000308,0.051094890510948905,1,True
57000311,0.03355704697986577,1,True
57000312,0.022026431718061675,1,True
57000313,0.01366120218579235,1,True
57000314,0.01524390243902439,1,True
57000315,0.014326647564469915,1,True
57000316,0.0020990764063811922,1,True
57000317,0.001952362358453729,1,True
57000319,0.002787068004459309,1,True
57001793,1.2222222222222223,1,True
57001794,0.875,1,True
57001795,0.16666666666666666,1,True
57001796,0.7142857142857143,1,True
57002266,7.25,10,True
57002267,5.75,3,True
57002951,0.8333333333333334,1,False
57005627,0.03485254691689008,2,False
57005628,0.46153846153846156,2,False
57005629,0.08205128205128205,3,False
57005630,0.07246376811594203,1,False
57005632,0.5555555555555556,1,False
57005634,0.0019105846388995033,1,False
57005635,0.008391608391608392,2,False
57005637,0.10416666666666667,1,False
57005638,0.2,1,False
57005639,0.00792393026941363,1,False
57007392,0.14516129032258066,1,True
57007394,0.11940298507462686,1,True
57007398,0.15384615384615385,1,True
57007556,0.13513513513513514,1,True
57007559,0.16049382716049382,1,False
57007611,1.25,2,True
57007612,1.5714285714285714,1,True
57007613,0.03816793893129771,1,True
57007614,0.14634146341463414,8,True
57007617,0.46153846153846156,1,True
57007737,0.3287671232876712,1,True
57007739,0.14201183431952663,1,True
57008091,0.05392156862745098,1,False
57008562,3.25,1,True
57008565,0.4444444444444444,1,True
57008677,0.1724137931034483,1,False
57008678,0.10869565217391304,1,False
57008679,1.0,4,False
57009112,0.10869565217391304,1,True
57009234,0.11627906976744186,1,True
57009720,0.04580152671755725,2,True
57009814,0.1935483870967742,1,True
57009823,0.8571428571428571,1,True
57009923,0.8571428571428571,6,True
57009924,0.15555555555555556,1,True
57009929,0.022026431718061675,1,True
57009931,0.4444444444444444,4,True
57009932,0.1875,1,True
57009935,0.10112359550561797,1,True
57014246,0.06493506493506493,1,True
57023065,0.7,1,True
57024037,0.07194244604316546,1,True
57024273,0.08196721311475409,1,True
57024274,0.10416666666666667,1,False
57024278,0.8461538461538461,2,True
57024380,0.014577259475218658,1,True
57024383,0.8333333333333334,1,True
57024385,0.03271028037383177,1,True
57024387,0.4166666666666667,1,True
57024390,0.005005005005005005,1,True
57025575,0.022641509433962263,1,True
57029604,0.17857142857142858,1,True
57031409,0.028735632183908046,1,True
57031410,0.002890173410404624,1,True
57031411,0.3,1,True
57031521,0.0423728813559322,1,True
57036000,0.045454545454545456,1,True
57036006,0.056,1,True
57038760,0.75,1,True
57038762,0.7540983606557377,1,True
57059216,0.7142857142857143,1,True
57061772,0.037037037037037035,1,True
57061779,0.3125,1,True
57061781,0.08,2,True
57062993,0.4166666666666667,1,True
57062995,0.16666666666666666,1,True
57063093,0.21739130434782608,1,True
57075523,0.001007658202337767,1,True
57076513,0.0009536524890329964,1,True
57080512,0.08620689655172414,1,True
57080513,0.0077279752704791345,1,True
57080514,0.008417508417508417,1,True
57080515,0.015873015873015872,3,True
57080516,0.4375,1,False
57080517,0.00119019281123542,1,True
57080518,0.009900990099009901,1,True
57080519,0.0041390728476821195,1,False
57080526,0.6923076923076923,1,False
57080527,0.5,1,False
57080528,0.00677710843373494,3,False
57080936,0.0020781379883624274,1,True
57081264,0.1111111111111111,1,True
57081267,0.06315789473684211,1,True
57081274,0.08108108108108109,2,True
57081613,0.09090909090909091,1,True
57082738,0.04081632653061224,1,True
57084096,0.026881720430107527,1,True
57084098,24.25,4,False
57084099,0.2676056338028169,1,False
57084100,0.13043478260869565,1,True
57084167,0.2391304347826087,1,True
57084168,0.375,1,True
57084169,0.13513513513513514,1,True
57084170,1.1428571428571428,3,True
57084172,17.75,1,True
57084173,15.75,3,False
57084222,2.8,1,True
57084226,0.6,1,True
57084307,0.026217228464419477,1,True
57084308,0.15517241379310345,1,True
57084309,0.5,1,True
57084310,0.13513513513513514,1,True
57084312,0.7272727272727273,1,False
57084313,0.2,1,True
57084314,0.1,2,False
57084315,0.1891891891891892,1,True
57084316,2.75,3,False
57084318,0.12605042016806722,3,False
57084319,0.13513513513513514,1,True
57084517,0.050505050505050504,2,True
57084518,0.2647058823529412,12,True
57084519,0.2916666666666667,10,True
57084520,0.0913978494623656,3,True
57084521,2.875,1,False
57084522,0.026881720430107527,1,True
57084523,0.5,1,False
57084524,0.5,1,True
57084525,0.35714285714285715,1,True
57084535,0.5106382978723404,1,True
57084536,0.013192612137203167,1,True
57084541,1.0,4,True
57084544,1.2857142857142858,1,True
57084547,0.21739130434782608,1,True
57084629,0.03990610328638498,1,True
57084630,0.040268456375838924,1,True
57084723,0.1111111111111111,3,True
57084735,0.053061224489795916,2,True
57084743,1.0,2,True
57084745,0.05747126436781609,1,True
57085011,0.09615384615384616,1,True
57085015,0.025380710659898477,1,True
57085036,0.030864197530864196,1,True
57085045,0.12698412698412698,1,True
57085046,0.08490566037735849,1,True
57085060,0.03821656050955414,1,True
57085112,0.5555555555555556,1,True
57085116,0.3333333333333333,2,True
57085119,0.017064846416382253,1,True
57085487,0.07352941176470588,1,True
57085489,14.75,1,True
57085492,1.0,1,True
57085493,0.25,2,True
57085527,0.03048780487804878,1,True
57085528,0.08620689655172414,1,True
57085655,0.06493506493506493,1,True
57085756,16.5,17,False
57087393,0.06172839506172839,1,True
57090736,0.3125,1,False
57099391,0.004105090311986864,1,True
57099480,1.1428571428571428,3,True
57103130,0.03125,1,True
57103131,4.285714285714286,1,False
57103133,0.033707865168539325,1,True
57103134,0.07246376811594203,1,True
57103135,0.02843601895734597,2,False
57103136,0.022727272727272728,1,False
57103390,0.005313496280552604,1,True
57103391,0.003933910306845004,1,True
57103609,0.05263157894736842,1,True
57103610,0.015584415584415584,1,True
57103611,0.01650943396226415,1,True
57103613,0.011494252873563218,2,True
57103614,0.011086474501108648,1,True
57103615,0.002513826043237808,1,True
57103616,0.004452359750667854,1,True
57103618,0.00337609723160027,1,True
57103620,0.002158894645941278,1,True
57103622,0.009823182711198428,1,True
57103623,0.025,11,True
57103625,0.0099601593625498,1,True
57103653,0.010638297872340425,1,True
57103661,0.014522821576763486,1,True
57103662,0.019886363636363636,1,True
57103663,0.007561436672967864,1,True
57103665,0.014164305949008499,1,True
57103666,0.005973715651135006,1,True
57103667,0.003518648838845883,1,True
57103789,0.007537688442211055,1,False
57103790,0.0059665871121718375,1,False
57103921,0.022935779816513763,1,False
57104718,0.001336898395721925,1,True
57105148,0.014373716632443531,1,True
57105149,0.0028200789622109417,1,True
57105150,0.01366120218579235,1,True
57105587,0.04,1,True
57105588,0.875,1,True
